ORD200000,Monitor,5,570.62,2853.1
ORD200001,Phone,2,151.35,302.7
ORD200002,Tablet,5,550.68,2753.4
ORD200003,Chair,1,273.19,273.19
ORD200004,Printer,4,626.01,2504.04
ORD200005,Phone,2,245.86,491.72
ORD200006,Laptop,1,664.42,664.42
ORD200007,Monitor,5,149.55,747.75
ORD200008,Phone,2,134.28,268.56
ORD200009,Desk,4,509.38,2037.52
ORD200010,Tablet,5,625.97,3129.85
ORD200011,Monitor,3,49.14,147.42
ORD200012,Monitor,2,180.5,361
ORD200013,Laptop,3,201.49,604.47
ORD200014,Tablet,2,393.33,786.66
ORD200015,Printer,1,473.96,473.96
ORD200016,Printer,2,533.81,1067.62
ORD200017,Tablet,1,423.4,423.4
ORD200018,Desk,1,431.44,431.44
ORD200019,Monitor,5,224,1120
ORD200020,Chair,5,62.51,312.55
ORD200021,Monitor,4,342.95,1371.8
ORD200022,Monitor,2,49.62,99.24
ORD200023,Phone,4,273.25,1093
ORD200024,Laptop,2,230.95,461.9
ORD200025,Monitor,1,399.98,399.98
ORD200026,Laptop,5,59.55,297.75
ORD200027,Printer,1,472.74,472.74
ORD200028,Phone,4,160.07,640.28
ORD200029,Desk,3,423.53,1270.59
ORD200030,Monitor,2,426.7,853.4
ORD200031,Chair,3,500.08,1500.24
ORD200032,Tablet,5,536.72,2683.6
ORD200033,Chair,1,162.77,162.77
ORD200034,Chair,4,576.52,2306.08
ORD200035,Monitor,2,465.15,930.3
ORD200036,Laptop,2,534.43,1068.86
ORD200037,Laptop,2,76.74,153.48
ORD200038,Laptop,1,245.89,245.89
ORD200039,Printer,3,256.46,769.38
ORD200040,Desk,2,344.02,688.04
ORD200041,Monitor,3,611.45,1834.35
ORD200042,Printer,2,151.66,303.32
ORD200043,Chair,3,499.21,1497.63
ORD200044,Phone,2,550.18,1100.36
ORD200045,Chair,1,317.25,317.25
ORD200046,Monitor,4,550.14,2200.56
ORD200047,Desk,2,209.94,419.88
ORD200048,Monitor,2,80.77,161.54
ORD200049,Printer,1,30.44,30.44
ORD200050,Tablet,1,179.22,179.22
ORD200051,Tablet,1,388.33,388.33
ORD200052,Tablet,1,586.44,586.44
ORD200053,Phone,4,488.78,1955.12
ORD200054,Chair,1,280.25,280.25
ORD200055,Printer,3,344.4,1033.2
ORD200056,Tablet,3,479.21,1437.63
ORD200057,Printer,5,314.27,1571.35
ORD200058,Phone,4,474.69,1898.76
ORD200059,Chair,4,593.27,2373.08
ORD200060,Desk,1,417.1,417.1
ORD200061,Desk,4,122.2,488.8
ORD200062,Desk,2,43.15,86.3
ORD200063,Chair,1,564.86,564.86
ORD200064,Printer,3,130.61,391.83
ORD200065,Monitor,5,81.7,408.5
ORD200066,Chair,5,127.18,635.9
ORD200067,Printer,4,12.1,48.4
ORD200068,Chair,3,490.92,1472.76
ORD200069,Monitor,3,478.65,1435.95
ORD200070,Desk,1,629.21,629.21
ORD200071,Monitor,3,434.45,1303.35
ORD200072,Tablet,4,589.44,2357.76
ORD200073,Monitor,4,433.45,1733.8
ORD200074,Phone,5,90.87,454.35
ORD200075,Tablet,3,398.17,1194.51
ORD200076,Laptop,4,382.88,1531.52
ORD200077,Phone,1,583.18,583.18
ORD200078,Printer,4,175.36,701.44
ORD200079,Tablet,2,311.91,623.82
ORD200080,Phone,3,589.56,1768.68
ORD200081,Monitor,2,394.3,788.6
ORD200082,Tablet,4,565.2,2260.8
ORD200083,Laptop,4,540.41,2161.64
ORD200084,Monitor,2,165.49,330.98
ORD200085,Tablet,3,146.73,440.19
ORD200086,Printer,5,643.03,3215.15
ORD200087,Tablet,3,225.11,675.33
ORD200088,Desk,3,114.81,344.43
ORD200089,Printer,5,455.33,2276.65
ORD200090,Chair,4,182.08,728.32
ORD200091,Laptop,5,492.75,2463.75
ORD200092,Printer,4,48.61,194.44
ORD200093,Desk,4,431.01,1724.04
ORD200094,Chair,1,531.18,531.18
ORD200095,Printer,4,117.51,470.04
ORD200096,Phone,2,232.83,465.66
ORD200097,Tablet,5,619.52,3097.6
ORD200098,Printer,2,228.54,457.08
ORD200099,Printer,1,201.58,201.58
ORD200100,Phone,3,664.79,1994.37
ORD200101,Printer,1,381.02,381.02
ORD200102,Laptop,2,70.34,140.68
ORD200103,Phone,4,218.43,873.72
ORD200104,Phone,1,582.04,582.04
ORD200105,Printer,3,185.4,556.2
ORD200106,Desk,3,465.05,1395.15
ORD200107,Printer,5,670.75,3353.75
ORD200108,Laptop,5,48.38,241.9
ORD200109,Desk,3,592.87,1778.61
ORD200110,Tablet,1,220.77,220.77
ORD200111,Desk,3,309.22,927.66
ORD200112,Monitor,1,410.6,410.6
ORD200113,Laptop,5,190.08,950.4
ORD200114,Monitor,5,498.48,2492.4
ORD200115,Phone,5,374.99,1874.95
ORD200116,Printer,4,291.35,1165.4
ORD200117,Tablet,1,535.5,535.5
ORD200118,Printer,5,502.71,2513.55
ORD200119,Desk,2,534.67,1069.34
ORD200120,Tablet,4,629.34,2517.36
ORD200121,Desk,1,410.78,410.78
ORD200122,Laptop,2,533.02,1066.04
ORD200123,Desk,3,278.04,834.12
ORD200124,Printer,4,283.79,1135.16
ORD200125,Phone,2,512.65,1025.3
ORD200126,Desk,4,275.5,1102
ORD200127,Desk,3,469.32,1407.96
ORD200128,Tablet,4,21.07,84.28
ORD200129,Laptop,4,263.93,1055.72
ORD200130,Desk,3,501.3,1503.9
ORD200131,Tablet,1,84.8,84.8
ORD200132,Tablet,4,450.75,1803
ORD200133,Chair,4,302.05,1208.2
ORD200134,Laptop,2,199.7,399.4
ORD200135,Printer,2,68.81,137.62
ORD200136,Laptop,1,44.35,44.35
ORD200137,Monitor,2,250.98,501.96
ORD200138,Tablet,1,298.06,298.06
ORD200139,Phone,1,583.9,583.9
ORD200140,Chair,3,528.14,1584.42
ORD200141,Printer,3,684.14,2052.42
ORD200142,Desk,5,272.77,1363.85
ORD200143,Chair,4,400.07,1600.28
ORD200144,Desk,5,219.78,1098.9
ORD200145,Printer,3,146.91,440.73
ORD200146,Tablet,2,411.49,822.98
ORD200147,Laptop,2,465.18,930.36
ORD200148,Phone,2,319.91,639.82
ORD200149,Laptop,1,217.56,217.56
ORD200150,Phone,2,105.57,211.14
ORD200151,Printer,5,444.76,2223.8
ORD200152,Chair,2,399.04,798.08
ORD200153,Chair,4,534.48,2137.92
ORD200154,Phone,4,408.21,1632.84
ORD200155,Phone,1,424.4,424.4
ORD200156,Chair,2,269.83,539.66
ORD200157,Monitor,2,564.58,1129.16
ORD200158,Tablet,1,331.06,331.06
ORD200159,Printer,1,299.35,299.35
ORD200160,Monitor,4,101.32,405.28
ORD200161,Monitor,1,211.14,211.14
ORD200162,Chair,3,65.86,197.58
ORD200163,Tablet,1,641.39,641.39
ORD200164,Desk,5,536.58,2682.9
ORD200165,Monitor,2,500.29,1000.58
ORD200166,Chair,3,86.29,258.87
ORD200167,Chair,2,384.14,768.28
ORD200168,Printer,1,594.96,594.96
ORD200169,Printer,1,427.82,427.82
ORD200170,Desk,4,662.94,2651.76
ORD200171,Tablet,2,148.22,296.44
ORD200172,Printer,1,254.12,254.12
ORD200173,Phone,3,664.46,1993.38
ORD200174,Printer,4,600.81,2403.24
ORD200175,Chair,5,68.34,341.7
ORD200176,Tablet,4,430.83,1723.32
ORD200177,Chair,5,431.69,2158.45
ORD200178,Chair,4,512.06,2048.24
ORD200179,Laptop,3,539.91,1619.73
ORD200180,Tablet,5,316.07,1580.35
ORD200181,Printer,5,404.39,2021.95
ORD200182,Desk,1,600.54,600.54
ORD200183,Monitor,5,186.28,931.4
ORD200184,Tablet,4,214.54,858.16
ORD200185,Laptop,1,210.7,210.7
ORD200186,Phone,2,133.55,267.1
ORD200187,Chair,1,590.87,590.87
ORD200188,Chair,2,363.91,727.82
ORD200189,Printer,5,429.45,2147.25
ORD200190,Printer,3,223.7,671.1
ORD200191,Laptop,2,488.87,977.74
ORD200192,Desk,1,645.46,645.46
ORD200193,Printer,1,46.66,46.66
ORD200194,Monitor,1,249.57,249.57
ORD200195,Chair,3,619.21,1857.63
ORD200196,Desk,4,217.13,868.52
ORD200197,Laptop,5,221.51,1107.55
ORD200198,Laptop,4,340.3,1361.2
ORD200199,Phone,1,625,625
ORD200200,Tablet,5,433.26,2166.3
ORD200201,Monitor,2,674.9,1349.8
ORD200202,Monitor,3,253.98,761.94
ORD200203,Printer,3,356.84,1070.52
ORD200204,Laptop,4,413.71,1654.84
ORD200205,Desk,3,147.39,442.17
ORD200206,Laptop,4,229.1,916.4
ORD200207,Phone,1,121.96,121.96
ORD200208,Desk,2,408.32,816.64
ORD200209,Tablet,5,187.97,939.85
ORD200210,Chair,3,358.48,1075.44
ORD200211,Printer,3,193.58,580.74
ORD200212,Monitor,1,265.38,265.38
ORD200213,Laptop,1,634.4,634.4
ORD200214,Desk,4,305.72,1222.88
ORD200215,Printer,1,303.6,303.6
ORD200216,Monitor,4,496,1984
ORD200217,Desk,4,321.51,1286.04
ORD200218,Tablet,3,112.46,337.38
ORD200219,Laptop,5,61.97,309.85
ORD200220,Laptop,2,373.17,746.34
ORD200221,Tablet,5,639.37,3196.85
ORD200222,Chair,4,693.36,2773.44
ORD200223,Phone,4,692.91,2771.64
ORD200224,Printer,4,91.46,365.84
ORD200225,Phone,3,273.96,821.88
ORD200226,Desk,3,588.05,1764.15
ORD200227,Monitor,2,365.17,730.34
ORD200228,Chair,4,385.92,1543.68
ORD200229,Tablet,1,562.61,562.61
ORD200230,Desk,4,61.91,247.64
ORD200231,Phone,4,41.9,167.6
ORD200232,Printer,4,444.44,1777.76
ORD200233,Phone,3,311.33,933.99
ORD200234,Printer,4,236.41,945.64
ORD200235,Desk,1,65.45,65.45
ORD200236,Monitor,1,318.81,318.81
ORD200237,Monitor,3,583.72,1751.16
ORD200238,Desk,4,384.32,1537.28
ORD200239,Tablet,3,538.74,1616.22
ORD200240,Tablet,1,17.24,17.24
ORD200241,Chair,5,615.67,3078.35
ORD200242,Printer,2,219.1,438.2
ORD200243,Chair,2,144.66,289.32
ORD200244,Desk,2,317.77,635.54
ORD200245,Laptop,1,223.3,223.3
ORD200246,Desk,2,342.11,684.22
ORD200247,Printer,2,220.9,441.8
ORD200248,Laptop,1,670.54,670.54
ORD200249,Printer,1,546.19,546.19
ORD200250,Desk,3,42.95,128.85
ORD200251,Monitor,4,14.69,58.76
ORD200252,Phone,4,668.36,2673.44
ORD200253,Chair,4,413.74,1654.96
ORD200254,Monitor,3,263.19,789.57
ORD200255,Monitor,1,263.96,263.96
ORD200256,Chair,5,75.81,379.05
ORD200257,Phone,1,406.22,406.22
ORD200258,Tablet,2,103.41,206.82
ORD200259,Chair,4,435.12,1740.48
ORD200260,Monitor,2,407.79,815.58
ORD200261,Phone,5,173.65,868.25
ORD200262,Phone,4,249.07,996.28
ORD200263,Phone,4,434.85,1739.4
ORD200264,Tablet,1,436.77,436.77
ORD200265,Printer,1,572.13,572.13
ORD200266,Chair,4,583.07,2332.28
ORD200267,Chair,5,468.51,2342.55
ORD200268,Phone,2,423.88,847.76
ORD200269,Tablet,4,663.67,2654.68
ORD200270,Printer,4,309.91,1239.64
ORD200271,Monitor,1,542.07,542.07
ORD200272,Chair,2,399.32,798.64
ORD200273,Tablet,2,238.25,476.5
ORD200274,Phone,2,182.4,364.8
ORD200275,Chair,2,65.07,130.14
ORD200276,Printer,2,600.57,1201.14
ORD200277,Chair,5,90.92,454.6
ORD200278,Laptop,5,362.46,1812.3
ORD200279,Chair,3,55.01,165.03
ORD200280,Tablet,3,404.62,1213.86
ORD200281,Desk,4,654.79,2619.16
ORD200282,Printer,4,637.79,2551.16
ORD200283,Laptop,4,540.33,2161.32
ORD200284,Laptop,5,208.17,1040.85
ORD200285,Phone,1,338.31,338.31
ORD200286,Monitor,3,139.45,418.35
ORD200287,Chair,4,655.18,2620.72
ORD200288,Laptop,4,512.75,2051
ORD200289,Chair,4,160.49,641.96
ORD200290,Chair,3,99.9,299.7
ORD200291,Phone,2,345.01,690.02
ORD200292,Monitor,1,65.95,65.95
ORD200293,Tablet,4,463.04,1852.16
ORD200294,Phone,2,297.71,595.42
ORD200295,Printer,5,107.48,537.4
ORD200296,Desk,5,638.8,3194
ORD200297,Desk,2,493.88,987.76
ORD200298,Printer,4,301.17,1204.68
ORD200299,Monitor,1,278.66,278.66
ORD200300,Phone,1,287.46,287.46
ORD200301,Chair,1,583.99,583.99
ORD200302,Chair,3,468.74,1406.22
ORD200303,Tablet,1,30.54,30.54
ORD200304,Monitor,5,408.73,2043.65
ORD200305,Laptop,4,126.89,507.56
ORD200306,Printer,2,57.07,114.14
ORD200307,Laptop,3,557.41,1672.23
ORD200308,Printer,3,448.9,1346.7
ORD200309,Chair,4,549.76,2199.04
ORD200310,Printer,3,132.48,397.44
ORD200311,Desk,5,489.37,2446.85
ORD200312,Printer,5,66.31,331.55
ORD200313,Chair,2,434.3,868.6
ORD200314,Desk,4,153.09,612.36
ORD200315,Tablet,5,91.67,458.35
ORD200316,Desk,4,275.28,1101.12
ORD200317,Monitor,2,139.95,279.9
ORD200318,Chair,3,148.72,446.16
ORD200319,Laptop,2,563.06,1126.12
ORD200320,Printer,1,625.51,625.51
ORD200321,Phone,4,152.29,609.16
ORD200322,Phone,5,231.82,1159.1
ORD200323,Laptop,1,150.17,150.17
ORD200324,Tablet,3,70.93,212.79
ORD200325,Desk,3,361.39,1084.17
ORD200326,Laptop,5,670.48,3352.4
ORD200327,Phone,1,359.99,359.99
ORD200328,Tablet,5,674.04,3370.2
ORD200329,Chair,4,283.16,1132.64
ORD200330,Desk,5,260.53,1302.65
ORD200331,Printer,3,422.13,1266.39
ORD200332,Desk,5,125.02,625.1
ORD200333,Phone,1,198.51,198.51
ORD200334,Chair,4,224.75,899
ORD200335,Tablet,3,205.86,617.58
ORD200336,Laptop,1,18.2,18.2
ORD200337,Tablet,3,502.77,1508.31
ORD200338,Phone,5,305.49,1527.45
ORD200339,Printer,2,236.33,472.66
ORD200340,Laptop,5,521.25,2606.25
ORD200341,Tablet,1,167.15,167.15
ORD200342,Monitor,5,466.42,2332.1
ORD200343,Printer,1,527.57,527.57
ORD200344,Tablet,3,623.34,1870.02
ORD200345,Tablet,5,501.26,2506.3
ORD200346,Tablet,1,655.09,655.09
ORD200347,Printer,4,264.79,1059.16
ORD200348,Laptop,3,359.73,1079.19
ORD200349,Chair,1,465.33,465.33
ORD200350,Chair,2,54.41,108.82
ORD200351,Laptop,1,64.66,64.66
ORD200352,Chair,5,173.96,869.8
ORD200353,Tablet,1,630.82,630.82
ORD200354,Phone,1,693.41,693.41
ORD200355,Tablet,3,433.33,1299.99
ORD200356,Printer,5,374.58,1872.9
ORD200357,Laptop,5,408.56,2042.8
ORD200358,Tablet,2,183.67,367.34
ORD200359,Desk,4,606.57,2426.28
ORD200360,Phone,4,589.57,2358.28
ORD200361,Printer,5,659.85,3299.25
ORD200362,Monitor,4,206.84,827.36
ORD200363,Laptop,5,113.87,569.35
ORD200364,Phone,5,628.74,3143.7
ORD200365,Phone,1,678.38,678.38
